path,planned_action,category,reason,needed_for_reproducibility,safe_to_ignore_for_final_reading
.git/COMMIT_EDITMSG,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/f8/7ef8694b62c929fe067fd3c295e4c9c07e068f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/f8/98e6171fba90453e7726faa6305ff7e8264a18,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/f8/f8fd08f65ae982f984fe08f281adb319763c68,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/f9/dfe4e15c68e7bdfff2e2938592ac3e55c9e155,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/f9/f004932e29984aa8cbf723591639cbb1ebea4f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fa/138124ef9fa12c9de83d6f1f2f05eccf49809a,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fa/23eb5ebbb9abd8840a8cc7a09980b2356a0857,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fa/66990836b4726b97d3b136864dd155c6916bd7,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fa/68d2b28cf809e4252b24e39af92fe374936b43,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fa/773e4cedc75ec33c080ace5c3c2f8fa24b2166,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fa/a1a2ff5cc1edbf297d318fa6c6d31471bf5eaa,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fa/bd8819fafa72a87d84a011183475176ad5cbc1,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fa/d7f7721b2d3b2556c8d3a5922fdb1b0c0178df,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fb/55d3c301e154255dff6d1ee2c70efa4ce0834e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fb/c8e091fc9ac57a39a697d6eea19dc1cf9f0a83,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fb/cb1f1e696293da1792504b4ab0d7b8881d370f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fb/f207e1ceb4d9b7fef0236c81ab8651a9c1b516,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fb/fbc0afd42abcc608ead49b3b2e1cf9f0c1491a,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fc/06bbcf9420fba6a5c3f8215a7dcc00bde27ce0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fc/15b12938a3c051cad32119628e4ae6e70f1bb1,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fc/696a29f1cbc9e07441785de9c184fc55e6d3e4,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fc/cd86b4983d185dbc91ef96af35aac8adde6da6,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fc/f1decdad7682be1ac4d3052cb373cff88f1b09,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fd/8a6a2aada3e022f653afce371401d83aebf8ff,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fe/07d1b4ad6ec8680fc016f070f8785adc9f5a70,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fe/2e2f443040f6df5906e1eb34b713b1e447fbcc,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fe/3161888b2f758b14ac54a7afcd34082d8b03a1,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fe/a43a84845c6568b6f4c478a97627b2ffa780a6,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fe/b8450b3f562613cf8fb74142a4bdd570ce6acc,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/fe/dbde2d8283b53d3fcbcf0c58869c605b966644,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ff/6dc37ca41939f0d33e3d1e8257845363417fef,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ff/abcf585a7321af005cbe521ad2b1f7050f2b52,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ff/b23c0be7ff1086a505186eb30e4e22159a170a,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/ORIG_HEAD,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/heads/final-submission,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/heads/keyword-based,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/heads/main,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/heads/version-2-script12Complete,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/heads/version-3,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/heads/vesrion-2,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/heads/vr-ASR-Clean,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/remotes/origin/final-submission,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/remotes/origin/keyword-based,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/remotes/origin/main,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/remotes/origin/version-2-script12Complete,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/remotes/origin/version-3,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/remotes/origin/vesrion-2,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/refs/remotes/origin/vr-ASR-Clean,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.gitignore,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
AGENT.md,move_to_archive,ARCHIVE_SUPERSEDED,Historical project memory requested to be removed from final visible structure.,False,True
archive/submission_cleanup_20260523T170729/ARCHIVE_MANIFEST.md,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/configs/eval_small.yaml,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/data/eval_prompts/trigger_probe_small_unverified.jsonl,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/backdoorllm_official_trigger_verification.bak_20260519T210839Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/backdoorllm_official_trigger_verification.bak_20260520T122700Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/backdoorllm_trigger_source_candidates.bak_20260519T205255Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/clean_sensitivity_component_scores.bak_20260520T164955Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/peft_loading_smoke_test_summary.bak_20260517T192009Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/peft_loading_smoke_test_summary.bak_20260517T192025Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/peft_loading_smoke_test_summary.bak_20260519T165423Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/peft_loading_smoke_test_summary.bak_20260519T165754Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/report_ready_case_diagnostics_summary.bak_20260523T121759Z.md,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/report_ready_case_diagnostics_summary.bak_20260523T122722Z.md,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/report_ready_key_findings.bak_20260523T121759Z.md,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/report_ready_key_findings.bak_20260523T122722Z.md,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/report_ready_main_results.bak_20260523T121759Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/report_ready_main_results.bak_20260523T121759Z.md,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/report_ready_main_results.bak_20260523T122722Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/report_ready_main_results.bak_20260523T122722Z.md,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/sanitised_adapters/sensaware_top16_gamma_0.50.bak_20260520T165056Z/adapter_config.json,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/sanitised_adapters/sensaware_top16_gamma_0.50.bak_20260520T165056Z/adapter_model.safetensors,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/sanitised_adapters/sensaware_top16_gamma_0.50.bak_20260520T165056Z/sanitisation_report.json,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/sanitised_adapters/sensaware_top32_gamma_0.25.bak_20260520T165056Z/adapter_config.json,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/sanitised_adapters/sensaware_top32_gamma_0.25.bak_20260520T165056Z/adapter_model.safetensors,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/sanitised_adapters/sensaware_top32_gamma_0.25.bak_20260520T165056Z/sanitisation_report.json,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/sanitised_adapters/sensaware_top32_gamma_0.50.bak_20260520T165056Z/adapter_config.json,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/sanitised_adapters/sensaware_top32_gamma_0.50.bak_20260520T165056Z/adapter_model.safetensors,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/sanitised_adapters/sensaware_top32_gamma_0.50.bak_20260520T165056Z/sanitisation_report.json,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/sensitivity_aware_adapter_generation_summary.bak_20260520T165056Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/sensitivity_candidate_components.bak_20260520T164955Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/tiny_inference_smoke_test_summary.bak_20260519T193244Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/tiny_inference_smoke_test_summary.bak_20260519T193742Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/tiny_inference_smoke_test_summary.bak_20260519T193953Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/outputs/tiny_inference_smoke_test_summary.bak_20260519T194531Z.csv,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/reports/experiment_summary_template.md,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/reports/figures/report_ready/report_clean_utility_key_methods.bak_20260523T121804Z.png,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/reports/figures/report_ready/report_clean_utility_key_methods.bak_20260523T122722Z.png,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/reports/figures/report_ready/report_tradeoff_scatter_key_methods.bak_20260523T121804Z.png,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/reports/figures/report_ready/report_tradeoff_scatter_key_methods.bak_20260523T122722Z.png,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/reports/figures/report_ready/report_trigger_rate_key_methods.bak_20260523T121804Z.png,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/reports/figures/report_ready/report_trigger_rate_key_methods.bak_20260523T122722Z.png,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/reports/figures/report_ready/report_trigger_reduction_key_methods.bak_20260523T121804Z.png,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/reports/figures/report_ready/report_trigger_reduction_key_methods.bak_20260523T122722Z.png,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/scripts/__pycache__/08_smoke_check_sanitised_adapters.cpython-310.pyc.2372114850976,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/scripts/__pycache__/08_smoke_check_sanitised_adapters.cpython-310.pyc.3105145824240,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/scripts/__pycache__/08_smoke_check_sanitised_adapters.cpython-310.pyc.3130054770912,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/scripts/__pycache__/14_find_backdoorllm_trigger_source.cpython-310.pyc.2241636599216,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/scripts/__pycache__/17_official_badnets_asr_pilot.cpython-310.pyc.1400405290288,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/scripts/__pycache__/17_official_badnets_asr_pilot.cpython-310.pyc.2414329032144,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/scripts/__pycache__/17_official_badnets_asr_pilot.cpython-310.pyc.2589716737488,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/scripts/__pycache__/17_official_badnets_asr_pilot.cpython-310.pyc.2747253114320,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/scripts/__pycache__/21_clean_sensitivity_probe.cpython-310.pyc.1405543576112,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/scripts/__pycache__/21_clean_sensitivity_probe.cpython-310.pyc.2065460752944,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/scripts/__pycache__/22_generate_sensitivity_aware_adapters.cpython-310.pyc.1999835525376,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/scripts/__pycache__/22_generate_sensitivity_aware_adapters.cpython-310.pyc.2330889449728,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
archive/submission_cleanup_20260523T170729/scripts/__pycache__/23_smoke_check_sensitivity_aware_adapters.cpython-310.pyc.3130054206624,none,KEEP_REPRODUCIBILITY,Already archived historical material; leave in existing archive.,True,False
